Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
-0.9537738690885937,1,-0.04046486870995454,2,-1.0134732062477538,2,1,3,1,-1.2061502209920298,2,2,7,4,1,0.09592666435061213,0.6956899915746471,1,0,1,-0.8850184679723064,3,3,1,-0.5272969070690668,-0.61354589036535,3,0.011596709366066407,0.7728558820658583,-0.6761095304583609,0.8433272822416945,0
0.24188644397759934,1,-0.8788229756060723,1,-0.15461882763631568,1,1,3,0,-0.9128230010526984,3,1,2,3,1,-0.5582788192741347,0.5010310772842196,1,0,0,-1.1579030296753563,3,1,1,-0.39928262905229917,0.15731945906803824,3,0.17590671195033272,-0.3345197101479087,-0.6761095304583609,0.8433272822416945,0
0.024493659783746062,2,0.9680306187033164,1,-0.5226992756126463,2,3,4,1,-0.27728069118414705,3,2,4,4,0,-0.007547863263954846,1.2477162112760618,7,0,0,0.2065197788398933,3,3,2,-0.39928262905229917,-0.61354589036535,2,-0.15271329321819993,-0.6113636082013505,-0.6761095304583609,-0.007719242858047555,0
-0.19289912441010723,2,0.8447426618068286,1,1.6857834122453375,4,3,3,0,-1.7928046608706927,3,1,2,1,1,-0.5032482183456484,0.23782632694213765,3,0,1,-0.06636478286315664,3,3,1,-0.9113397411193699,0.15731945906803824,3,-0.8099533035552652,-0.6113636082013505,-0.03437845070127261,-0.5750835929245423,0
-0.08420273231318058,2,-0.7234801499164975,1,-0.7680862409302001,3,5,3,1,-1.7928046608706927,3,2,6,2,2,-0.40317326453361335,1.6851709514168054,4,0,0,-0.8850184679723064,3,4,0,-0.14325407301876378,-0.61354589036535,3,0.17590671195033272,-1.165051404308234,1.569949248691448,0.8433272822416945,0
1.0027611886560859,2,0.3589881116346662,0,-0.5226992756126463,2,3,2,1,0.6515888386237357,3,2,1,2,0,-0.2892875421487922,-0.5471431343721891,8,0,1,1.843827149058193,4,4,1,0.6248315950818424,-0.61354589036535,3,-0.48133329838673256,-0.6113636082013505,-0.6761095304583609,-0.5750835929245423,0
1.7636359333345724,1,-1.6654001406056649,2,-0.890779723588977,3,2,3,0,-1.4017017009515842,2,3,7,2,1,0.24274575794746178,1.2983866444969974,2,0,0,-0.8850184679723064,3,1,1,2.41703148731659,-0.61354589036535,3,1.326076730040197,0.7728558820658583,1.2490837088129039,2.2617381574079314,0
1.4375467570437923,1,0.023644868876219166,2,0.3361551029987918,3,2,3,0,0.50492522865407,3,3,7,4,2,0.6003384273012938,-1.0791826831920126,4,0,0,-1.1579030296753563,3,4,0,0.6248315950818424,0.15731945906803824,3,-0.8099533035552652,-0.6113636082013505,-0.03437845070127261,-0.8587657679577896,0
-0.19289912441010723,2,-0.44484936733043484,2,-1.0134732062477538,3,2,2,1,0.8960281885731786,3,2,7,3,1,-0.3538794443968997,0.6118022743533204,9,0,0,-1.1579030296753563,3,3,0,0.49681731706507465,-0.61354589036535,3,0.6688367197031317,1.3265436781727418,1.2490837088129039,1.4106916323081893,0
1.872332325431499,2,-0.9922478959508411,0,1.19500948161023,4,3,3,1,1.0426917985428443,3,3,1,2,1,0.9226605184538567,-1.0673595821071276,2,0,0,-0.06636478286315664,3,3,1,0.6248315950818424,-1.3844112397987383,4,0.34021671453459906,0.7728558820658583,1.569949248691448,-0.8587657679577896,0
-0.7363810848947404,2,-1.1895086269852218,1,-0.890779723588977,3,1,3,0,-1.1572623510021414,1,2,4,4,2,-0.061941044104466436,1.4751701559567059,2,0,0,1.298058025652093,4,3,0,-0.0152397950019961,-0.61354589036535,3,-0.31702329580246624,-0.05767581209446695,-0.6761095304583609,-0.5750835929245423,0
-0.08420273231318058,2,-0.34375324267531476,1,0.7042355509751225,3,4,1,1,0.7004767086136243,3,2,2,3,0,-0.32902006096588465,-0.908451473478138,7,0,0,-0.3392493445662066,3,2,1,-0.2712683510355315,0.15731945906803824,2,-0.9742633061395315,-1.165051404308234,-0.6761095304583609,-1.142447942991037,1
-0.5189883007008872,1,1.2614559561169576,1,-0.27731231029509257,3,1,2,1,1.629346238421507,4,1,2,2,1,-0.7624657207887114,1.6537834330605037,1,0,0,1.298058025652093,4,3,0,-0.7833254631026022,0.15731945906803824,1,-0.31702329580246624,-0.8882075062547923,-0.6761095304583609,-0.2914014178912949,0
-0.845077476991667,2,-0.2007392126753888,1,-0.15461882763631568,1,3,2,1,0.6027009686338471,2,2,4,4,1,-0.2818509744557535,0.47527360706357735,1,0,1,-0.06636478286315664,3,3,1,-0.14325407301876378,-0.61354589036535,2,0.5045267171188654,0.7728558820658583,-0.3552439905798167,-0.5750835929245423,0
-0.41029190860396053,0,-0.12183492026163655,2,1.5630899295865606,2,2,3,1,1.3849068884720641,3,2,7,2,1,-0.050255009158262774,0.16435419877178106,0,0,0,-0.6121339062692566,3,1,1,-0.39928262905229917,-0.61354589036535,4,0.011596709366066407,0.7728558820658583,-0.6761095304583609,0.8433272822416945,0
0.6766720123653059,2,-1.369509044054094,0,-0.890779723588977,3,1,2,1,1.4826826284518413,3,1,1,4,2,-0.6041730656083164,-1.3060736230590906,0,0,0,-0.6121339062692566,3,2,0,-0.14325407301876378,1.6990501579348147,3,0.34021671453459906,0.7728558820658583,-0.3552439905798167,1.1270094572749418,0
0.024493659783746062,2,-0.5632058059510632,1,0.09076813768123806,1,1,4,0,0.7493645786035128,3,1,6,1,0,-0.7650154011406104,0.7871782737791141,0,0,1,-0.6121339062692566,3,2,2,-0.6553111850858345,0.15731945906803824,2,-0.31702329580246624,-0.3345197101479087,0.6073526290558157,-0.2914014178912949,0
-0.5189883007008872,2,0.3195359654277901,2,0.09076813768123806,3,2,4,1,-0.5706079111234784,3,2,7,4,2,-0.20961003115194907,1.040248937477009,1,0,0,-0.8850184679723064,3,4,0,-0.14325407301876378,-0.61354589036535,2,0.5045267171188654,0.7728558820658583,-0.6761095304583609,1.1270094572749418,0
1.3288503649468657,2,1.0987158530135936,1,1.072315998951453,4,1,4,1,-0.42394430115381276,2,5,5,3,0,2.787539222505303,-1.7153781225215368,1,0,1,0.47940434054294323,3,3,1,2.5450457653333576,1.6990501579348147,3,3.9550367713884578,1.3265436781727418,-0.6761095304583609,1.4106916323081893,0
-0.6276846927978138,2,1.1702228680135565,1,-0.031925344977538815,1,1,3,1,-1.646141050901027,3,3,4,2,0,0.9063000695291715,0.011498391888625455,1,0,0,2.6624808341673427,4,4,1,0.2407887610315393,2.469915507368203,4,0.9974567248716644,1.0496997801193,-0.6761095304583609,1.1270094572749418,0
2.198421501722279,2,-0.5089591049166086,1,-1.0134732062477538,4,3,4,1,1.0426917985428443,3,2,0,3,1,0.0791412687006105,-1.5968656092659042,2,0,0,-1.1579030296753563,3,3,0,0.49681731706507465,-0.61354589036535,3,-0.6456433009709989,-0.6113636082013505,-0.3552439905798167,-0.5750835929245423,0
1.1114575807530125,2,-1.4607421321574952,1,-0.031925344977538815,4,1,2,0,-0.13061708121448137,3,1,2,3,2,-0.9088598676602445,-1.2528696681771083,4,0,0,-0.8850184679723064,3,3,0,-0.5272969070690668,-0.61354589036535,3,-0.8099533035552652,-0.6113636082013505,-0.03437845070127261,-1.142447942991037,0
-1.497255829573227,2,0.21104256335888077,1,-0.6453927582714232,3,3,1,1,-0.42394430115381276,4,1,6,1,1,-0.7571538867222553,-0.8118961479515775,2,0,0,0.2065197788398933,3,1,1,-0.7833254631026022,0.15731945906803824,4,-0.6456433009709989,-0.6113636082013505,-0.6761095304583609,-0.5750835929245423,0
-0.41029190860396053,0,-0.0601909418133926,1,-0.6453927582714232,3,5,4,1,1.1404675385226213,3,2,6,2,0,-0.7070101731349085,-1.1426614759215734,5,0,0,-0.06636478286315664,3,4,2,-0.0152397950019961,-0.61354589036535,2,0.34021671453459906,1.0496997801193,-0.3552439905798167,0.8433272822416945,0
-0.08420273231318058,1,0.9754278961171057,1,0.21346162034001492,3,1,2,1,1.3849068884720641,2,2,4,2,2,0.02474808786009891,1.1743848343090966,1,0,0,-0.6121339062692566,3,3,0,-0.6553111850858345,0.15731945906803824,3,-0.15271329321819993,0.2191680859589748,-0.6761095304583609,-0.2914014178912949,0
0.6766720123653059,2,0.2973441331864223,1,-0.7680862409302001,3,1,3,1,1.4337947584619528,1,5,5,4,1,2.838107882817966,0.6070167334380098,3,0,0,-0.3392493445662066,3,2,1,1.7769600972327515,-0.61354589036535,3,0.17590671195033272,0.7728558820658583,-0.6761095304583609,0.8433272822416945,0
-0.08420273231318058,2,-0.2179995266408971,1,-0.5226992756126463,4,1,2,0,-1.2061502209920298,3,3,0,1,1,0.34537039211139575,1.193526997970339,4,0,0,-0.8850184679723064,3,3,2,-0.2712683510355315,2.469915507368203,3,-0.6456433009709989,-0.6113636082013505,-0.6761095304583609,-0.5750835929245423,0
-1.0624702611855203,2,1.0370718745653495,1,-0.5226992756126463,3,1,3,0,0.8960281885731786,3,1,6,2,2,-0.8296073033887179,0.9325742668825208,1,0,1,-0.8850184679723064,3,2,0,-0.9113397411193699,-0.61354589036535,2,-0.48133329838673256,-0.3345197101479087,-0.3552439905798167,-0.5750835929245423,0
-0.7363810848947404,0,0.19624800853130223,1,-0.031925344977538815,2,3,3,0,0.2604858787046272,3,2,4,3,2,-0.35855385837538123,-0.20469545652069962,7,0,1,0.7522889022459932,3,3,0,-0.14325407301876378,0.15731945906803824,3,0.17590671195033272,-0.05767581209446695,-0.3552439905798167,0.8433272822416945,0
0.1331900518806727,2,1.715155637496033,1,0.09076813768123806,3,3,3,0,0.45603735866418144,3,2,0,3,1,0.7312220186987749,1.1065427542743995,3,0,0,1.025173463949043,3,3,1,0.8808601511153777,0.9281848085014265,3,-0.9742633061395315,-1.165051404308234,-0.6761095304583609,-1.142447942991037,0
1.872332325431499,2,0.05323397853137626,1,-0.5226992756126463,2,3,1,1,0.9449160585630672,3,5,5,1,1,2.767141779690111,-0.8168224400702795,4,0,0,-1.1579030296753563,3,3,1,1.6489458192159838,0.9281848085014265,2,-0.48133329838673256,-0.6113636082013505,-0.3552439905798167,-0.5750835929245423,0
-0.845077476991667,2,1.3033738614617636,1,-0.890779723588977,3,1,3,1,0.45603735866418144,3,1,6,2,1,-0.781800796790612,-1.3169114657202352,0,0,0,2.1167117107612428,4,4,1,-0.6553111850858345,0.15731945906803824,3,-0.31702329580246624,-0.05767581209446695,-0.6761095304583609,-0.007719242858047555,0
0.24188644397759934,2,-0.7580007778475141,1,0.3361551029987918,3,3,4,1,-0.03284134123470423,3,2,4,2,1,-0.23106984078043216,-0.9316754220377335,4,0,0,1.570942587355143,4,3,0,-0.5272969070690668,0.15731945906803824,3,-0.31702329580246624,-0.05767581209446695,-0.3552439905798167,-1.142447942991037,0
0.6766720123653059,2,0.5784406749104147,2,0.8269290336338992,3,2,4,0,0.6515888386237357,3,4,3,4,1,2.057055801686245,-0.9244971106647676,5,0,1,1.843827149058193,4,3,1,1.3929172631824485,0.15731945906803824,3,1.6546967352087296,2.433919270386509,-0.3552439905798167,1.4106916323081893,0
-1.171166653282447,2,0.10254916128997142,1,-0.40000579295386945,3,4,3,0,-1.0105987410324755,2,1,6,2,1,-0.8529793732811253,1.2650286092932148,1,0,0,1.025173463949043,3,3,0,-0.7833254631026022,0.15731945906803824,2,-0.31702329580246624,-0.05767581209446695,0.6073526290558157,-0.2914014178912949,0
-0.6276846927978138,2,0.6893998361172538,2,0.8269290336338992,4,2,1,1,0.16271013872485005,3,3,7,3,1,0.37787881659810774,0.6600799371166006,2,0,0,-0.6121339062692566,3,1,3,-0.14325407301876378,-0.61354589036535,3,-0.9742633061395315,-1.165051404308234,-0.6761095304583609,-1.142447942991037,1
